Number,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,CO TAQI
844,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-04-26,Parts per billion,7.217391,13,22,12,Parts per million,0.038667,0.048,0,41,Parts per billion,0,0,0,0,Parts per million,0.270833,0.3,0,3,3
845,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-04-27,Parts per billion,5.391304,13,22,12,Parts per million,0.039667,0.047,10,40,Parts per billion,0,0,0,0,Parts per million,0.225,0.3,0,3,5
846,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-04-28,Parts per billion,8.434783,18,6,17,Parts per million,0.039708,0.052,10,44,Parts per billion,0.590909,4,14,6,Parts per million,0.325,0.4,6,5,6
847,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-04-29,Parts per billion,11.652174,26,6,25,Parts per million,0.033125,0.047,10,40,Parts per billion,0,0,0,0,Parts per million,0.370833,0.5,7,6,5
848,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-04-30,Parts per billion,10.956522,24,5,23,Parts per million,0.033208,0.039,13,33,Parts per billion,0.181818,1,12,1,Parts per million,0.345833,0.4,6,5,5
849,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-01,Parts per billion,11.521739,21,20,20,Parts per million,0.030292,0.038,12,32,Parts per billion,0.727273,2,10,3,Parts per million,0.325,0.4,10,5,3
850,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-02,Parts per billion,9.043478,18,0,17,Parts per million,0.034625,0.039,20,33,Parts per billion,0,0,0,0,Parts per million,0.3,0.3,0,3,5
851,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-03,Parts per billion,10.217391,15,17,14,Parts per million,0.029875,0.036,0,31,Parts per billion,0.181818,1,16,1,Parts per million,0.2875,0.4,19,5,5
852,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-04,Parts per billion,10.217391,17,11,16,Parts per million,0.036333,0.051,12,43,Parts per billion,0.636364,4,11,6,Parts per million,0.316667,0.4,12,5,6
853,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-05,Parts per billion,7.826087,12,23,11,Parts per million,0.032458,0.046,10,39,Parts per billion,0.272727,1,9,1,Parts per million,0.383333,0.5,8,6,5
854,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-06,Parts per billion,9.173913,16,6,15,Parts per million,0.033917,0.04,20,34,Parts per billion,0,0,0,0,Parts per million,0.329167,0.4,6,5,6
855,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-07,Parts per billion,13.956522,33,19,31,Parts per million,0.030792,0.041,8,35,Parts per billion,0.5,2,19,3,Parts per million,0.341667,0.5,19,6,13
856,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-08,Parts per billion,15.181818,27,5,25,Parts per million,0.032417,0.049,9,42,Parts per billion,1.15,6,11,9,Parts per million,0.616667,1.1,7,13,3
857,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-09,Parts per billion,9.130435,12,5,11,Parts per million,0.034958,0.038,11,32,Parts per billion,0,0,0,0,Parts per million,0.3,0.3,0,3,5
858,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-10,Parts per billion,10.304348,21,22,20,Parts per million,0.029833,0.041,8,35,Parts per billion,0,0,0,0,Parts per million,0.304167,0.4,21,5,5
859,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-11,Parts per billion,10.304348,21,20,20,Parts per million,0.033625,0.055,11,47,Parts per billion,1.136364,6,9,9,Parts per million,0.35,0.4,0,5,6
860,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-12,Parts per billion,13.304348,29,0,27,Parts per million,0.039833,0.064,12,64,Parts per billion,2.136364,9,10,13,Parts per million,0.416667,0.5,2,6,5
861,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-13,Parts per billion,10.521739,18,5,17,Parts per million,0.03575,0.044,9,37,Parts per billion,0,0,0,0,Parts per million,0.35,0.4,10,5,5
862,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-14,Parts per billion,11.956522,20,5,19,Parts per million,0.03275,0.044,11,37,Parts per billion,0.409091,1,9,1,Parts per million,0.358333,0.4,8,5,6
863,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-15,Parts per billion,13.173913,20,17,19,Parts per million,0.029917,0.041,11,35,Parts per billion,0,0,0,0,Parts per million,0.379167,0.5,21,6,5
864,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-16,Parts per billion,14.368421,24,5,23,Parts per million,0.02975,0.036,7,31,Parts per billion,0.055556,1,11,1,Parts per million,0.394118,0.4,0,5,5
865,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-17,Parts per billion,10.809524,17,5,16,Parts per million,0.032458,0.04,23,34,Parts per billion,0.2,1,13,1,Parts per million,0.283333,0.4,10,5,2
866,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-18,Parts per billion,7.086957,11,21,10,Parts per million,0.039208,0.047,8,40,Parts per billion,0.090909,1,16,1,Parts per million,0.15,0.2,0,2,3
867,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-19,Parts per billion,7.391304,19,10,18,Parts per million,0.030833,0.04,14,34,Parts per billion,0,0,0,0,Parts per million,0.208333,0.3,11,3,3
868,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-20,Parts per billion,7.714286,20,6,19,Parts per million,0.033583,0.038,9,32,Parts per billion,0,0,0,0,Parts per million,0.233333,0.3,10,3,5
869,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-21,Parts per billion,9.782609,24,5,23,Parts per million,0.028708,0.038,12,32,Parts per billion,0.272727,1,7,1,Parts per million,0.304167,0.4,8,5,3
870,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-22,Parts per billion,9.578947,21,4,20,Parts per million,0.028412,0.042,10,36,Parts per billion,0.444444,2,12,3,Parts per million,0.25625,0.3,0,3,6
871,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-23,Parts per billion,13.227273,22,5,21,Parts per million,0.029583,0.051,11,43,Parts per billion,1.65,6,9,9,Parts per million,0.35,0.5,7,6,7
872,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-24,Parts per billion,15.434783,28,4,26,Parts per million,0.033708,0.057,11,48,Parts per billion,0.727273,5,13,7,Parts per million,0.391667,0.6,7,7,5
873,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-25,Parts per billion,12.347826,22,0,21,Parts per million,0.031458,0.043,10,36,Parts per billion,0,0,0,0,Parts per million,0.345833,0.4,3,5,3
874,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-26,Parts per billion,5.478261,9,20,8,Parts per million,0.0256,0.027,7,23,Parts per billion,0,0,0,0,Parts per million,0.241667,0.3,0,3,3
875,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-28,Parts per billion,9.095238,15,20,14,Parts per million,0.015909,0.024,13,20,Parts per billion,0,0,0,0,Parts per million,0.258333,0.3,7,3,5
876,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-29,Parts per billion,10,18,22,17,Parts per million,0.017958,0.04,10,34,Parts per billion,0.5,2,12,3,Parts per million,0.304167,0.4,23,5,6
877,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-30,Parts per billion,13.909091,28,20,26,Parts per million,0.018958,0.032,9,27,Parts per billion,0.142857,1,6,1,Parts per million,0.383333,0.5,10,6,5
878,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-05-31,Parts per billion,12.956522,21,4,20,Parts per million,0.033875,0.05,9,42,Parts per billion,0.181818,1,10,1,Parts per million,0.370833,0.4,0,5,2
879,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-01,Parts per billion,5.043478,8,7,8,Parts per million,0.034583,0.038,9,32,Parts per billion,0,0,0,0,Parts per million,0.2,0.2,0,2,2
880,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-02,Parts per billion,5.043478,8,21,8,Parts per million,0.033417,0.037,9,31,Parts per billion,0,0,0,0,Parts per million,0.2,0.2,0,2,5
881,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-03,Parts per billion,12.347826,20,21,19,Parts per million,0.026292,0.03,8,25,Parts per billion,0.136364,1,14,1,Parts per million,0.304167,0.4,14,5,3
882,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-04,Parts per billion,11.956522,25,20,24,Parts per million,0.03225,0.054,10,46,Parts per billion,0.045455,1,12,1,Parts per million,0.2875,0.3,0,3,5
883,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-05,Parts per billion,12.217391,21,8,20,Parts per million,0.02425,0.046,10,39,Parts per billion,0.227273,1,10,1,Parts per million,0.333333,0.4,6,5,5
884,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-06,Parts per billion,17.782609,23,2,22,Parts per million,0.030875,0.05,9,42,Parts per billion,0.227273,1,8,1,Parts per million,0.395833,0.4,0,5,5
885,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-07,Parts per billion,13.695652,20,5,19,Parts per million,0.027125,0.037,10,31,Parts per billion,0.045455,1,12,1,Parts per million,0.3,0.4,12,5,3
886,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-08,Parts per billion,6.391304,12,0,11,Parts per million,0.035583,0.049,9,42,Parts per billion,1.045455,6,9,9,Parts per million,0.2125,0.3,0,3,5
887,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-09,Parts per billion,7.173913,32,21,30,Parts per million,0.032083,0.045,9,38,Parts per billion,3.045455,23,5,33,Parts per million,0.170833,0.4,23,5,7
888,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-10,Parts per billion,12.826087,31,6,29,Parts per million,0.033875,0.051,10,43,Parts per billion,1.181818,7,5,10,Parts per million,0.370833,0.6,6,7,6
889,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-11,Parts per billion,12.913043,25,5,24,Parts per million,0.041,0.06,9,51,Parts per billion,0.727273,7,13,10,Parts per million,0.3375,0.5,7,6,3
890,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-12,Parts per billion,9.181818,13,7,12,Parts per million,0.035042,0.041,9,35,Parts per billion,0,0,0,0,Parts per million,0.3,0.3,0,3,3
891,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-13,Parts per billion,8.782609,14,8,13,Parts per million,0.033417,0.035,10,30,Parts per billion,0,0,0,0,Parts per million,0.275,0.3,0,3,3
892,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-14,Parts per billion,8.652174,13,19,12,Parts per million,0.0335,0.037,8,31,Parts per billion,0,0,0,0,Parts per million,0.266667,0.3,0,3,3
893,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-15,Parts per billion,8.304348,11,14,10,Parts per million,0.035667,0.045,10,38,Parts per billion,0,0,0,0,Parts per million,0.258333,0.3,0,3,3
894,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-16,Parts per billion,6.217391,12,20,11,Parts per million,0.029458,0.037,7,31,Parts per billion,0,0,0,0,Parts per million,0.25,0.3,0,3,3
895,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-17,Parts per billion,8.043478,11,6,10,Parts per million,0.023667,0.039,10,33,Parts per billion,0.409091,2,16,3,Parts per million,0.241667,0.3,0,3,3
896,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-18,Parts per billion,11.086957,18,22,17,Parts per million,0.018292,0.027,9,23,Parts per billion,0.454545,1,5,1,Parts per million,0.266667,0.3,8,3,3
897,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-19,Parts per billion,12.434783,20,5,19,Parts per million,0.025333,0.039,9,33,Parts per billion,0.136364,1,12,1,Parts per million,0.295833,0.3,0,3,3
898,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-20,Parts per billion,7.869565,14,5,13,Parts per million,0.028292,0.035,22,30,Parts per billion,0,0,0,0,Parts per million,0.225,0.3,0,3,2
899,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-21,Parts per billion,4.782609,7,7,7,Parts per million,0.031542,0.035,0,30,Parts per billion,0,0,0,0,Parts per million,0.183333,0.2,0,2,3
900,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-22,Parts per billion,6.608696,10,15,9,Parts per million,0.027375,0.032,10,27,Parts per billion,0.272727,1,12,1,Parts per million,0.216667,0.3,14,3,3
901,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-23,Parts per billion,5.73913,8,19,8,Parts per million,0.022125,0.03,7,25,Parts per billion,0.363636,1,11,1,Parts per million,0.225,0.3,15,3,3
902,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-24,Parts per billion,10.869565,22,21,21,Parts per million,0.023042,0.044,11,37,Parts per billion,1.045455,6,13,9,Parts per million,0.2625,0.3,9,3,7
903,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-25,Parts per billion,17.681818,29,11,27,Parts per million,0.024042,0.043,12,36,Parts per billion,2.095238,7,10,10,Parts per million,0.408333,0.6,12,7,5
904,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-26,Parts per billion,10.304348,13,0,12,Parts per million,0.019583,0.026,9,22,Parts per billion,0.772727,1,0,1,Parts per million,0.316667,0.4,12,5,5
905,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-27,Parts per billion,8.478261,12,19,11,Parts per million,0.015333,0.02,9,17,Parts per billion,0.363636,1,12,1,Parts per million,0.2875,0.4,15,5,3
906,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-28,Parts per billion,7.217391,11,15,10,Parts per million,0.018042,0.024,9,20,Parts per billion,0.227273,1,13,1,Parts per million,0.2625,0.3,0,3,3
907,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-29,Parts per billion,6.956522,11,19,10,Parts per million,0.013542,0.023,9,19,Parts per billion,0.454545,1,10,1,Parts per million,0.258333,0.3,0,3,3
908,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-06-30,Parts per billion,8.217391,24,22,23,Parts per million,0.025,0.051,10,43,Parts per billion,0.681818,2,12,3,Parts per million,0.241667,0.3,0,3,6
909,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-01,Parts per billion,13.26087,20,0,19,Parts per million,0.049375,0.08,10,111,Parts per billion,2.136364,14,13,20,Parts per million,0.408333,0.5,6,6,5
910,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-02,Parts per billion,11.478261,25,6,24,Parts per million,0.037042,0.051,9,43,Parts per billion,0.5,1,1,1,Parts per million,0.3375,0.4,0,5,5
911,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-03,Parts per billion,10.173913,15,14,14,Parts per million,0.025833,0.033,9,28,Parts per billion,0.454545,1,10,1,Parts per million,0.3,0.4,15,5,3
912,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-04,Parts per billion,5.826087,8,22,8,Parts per million,0.029542,0.042,9,36,Parts per billion,0.318182,1,11,1,Parts per million,0.2375,0.3,0,3,3
913,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-05,Parts per billion,8,10,12,9,Parts per million,0.024,0.032,10,27,Parts per billion,0.318182,1,9,1,Parts per million,0.275,0.3,0,3,3
914,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-06,Parts per billion,7.565217,10,12,9,Parts per million,0.024958,0.037,9,31,Parts per billion,0.409091,1,11,1,Parts per million,0.279167,0.3,0,3,3
915,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-07,Parts per billion,5.652174,13,19,12,Parts per million,0.017333,0.023,10,19,Parts per billion,0.227273,1,16,1,Parts per million,0.220833,0.3,19,3,5
916,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-08,Parts per billion,12.434783,38,23,36,Parts per million,0.032875,0.062,11,58,Parts per billion,1.636364,8,15,11,Parts per million,0.3375,0.4,9,5,8
917,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-09,Parts per billion,18.695652,32,0,30,Parts per million,0.039417,0.074,11,97,Parts per billion,1.727273,6,12,9,Parts per million,0.520833,0.7,6,8,8
918,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-10,Parts per billion,20.434783,42,10,40,Parts per million,0.046,0.089,11,135,Parts per billion,2.727273,17,12,24,Parts per million,0.5125,0.7,8,8,7
919,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-11,Parts per billion,18.695652,32,10,30,Parts per million,0.036417,0.062,11,58,Parts per billion,2.590909,10,10,14,Parts per million,0.466667,0.6,11,7,6
920,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-12,Parts per billion,15.863636,29,13,27,Parts per million,0.035083,0.05,11,42,Parts per billion,2.142857,9,13,13,Parts per million,0.391667,0.5,9,6,3
921,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-13,Parts per billion,9.347826,13,11,12,Parts per million,0.030542,0.042,10,36,Parts per billion,0.045455,1,11,1,Parts per million,0.258333,0.3,9,3,2
922,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-14,Parts per billion,6.086957,10,15,9,Parts per million,0.028958,0.037,10,31,Parts per billion,0,0,0,0,Parts per million,0.175,0.2,0,2,3
923,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-15,Parts per billion,7.130435,10,12,9,Parts per million,0.023208,0.026,11,22,Parts per billion,0.045455,1,17,1,Parts per million,0.233333,0.3,10,3,3
924,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-16,Parts per billion,9.347826,17,20,16,Parts per million,0.022458,0.035,10,30,Parts per billion,0.090909,1,13,1,Parts per million,0.2375,0.3,12,3,3
925,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-17,Parts per billion,9.652174,15,16,14,Parts per million,0.017792,0.028,9,24,Parts per billion,0.318182,1,12,1,Parts per million,0.270833,0.3,0,3,3
926,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-18,Parts per billion,7.608696,12,18,11,Parts per million,0.012667,0.019,9,16,Parts per billion,0.181818,1,12,1,Parts per million,0.258333,0.3,10,3,5
927,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-19,Parts per billion,13.086957,23,11,22,Parts per million,0.023375,0.05,11,42,Parts per billion,0.681818,3,11,4,Parts per million,0.304167,0.4,11,5,5
928,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-20,Parts per billion,11.043478,20,11,19,Parts per million,0.023042,0.039,9,33,Parts per billion,0.727273,5,11,7,Parts per million,0.325,0.4,2,5,2
929,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-21,Parts per billion,4.173913,9,21,8,Parts per million,0.02375,0.031,11,26,Parts per billion,0,0,0,0,Parts per million,0.2,0.2,0,2,3
930,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-22,Parts per billion,7.73913,14,5,13,Parts per million,0.026542,0.033,10,28,Parts per billion,0.090909,1,2,1,Parts per million,0.258333,0.3,8,3,2
931,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-23,Parts per billion,7.75,12,4,11,Parts per million,0.025462,0.034,12,29,Parts per billion,0,0,0,0,Parts per million,0.176923,0.2,0,2,5
932,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-24,Parts per billion,12.347826,23,11,22,Parts per million,0.026125,0.034,10,29,Parts per billion,0.652174,3,13,4,Parts per million,0.270833,0.4,12,5,5
933,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-07-25,Parts per billion,11.347826,17,15,16,Parts per million,0.024458,0.031,8,26,Parts per billion,0.181818,1,13,1,Parts per million,0.3,0.4,15,5,5
